12,1428,-32,32,-1008
13,1536,-32,32,-1024
14,1644,-16,32,-960
15,1752,-32,48,-1024
16,1860,-16,48,-992
17,1968,-16,48,-992
18,2076,-32,48,-1056
19,2184,-16,48,-1008
20,2292,-16,64,-1056
21,2400,0,32,-992
22,2508,-16,32,-1008
23,2616,0,48,-1008
24,2724,-16,32,-1024
25,2838,-16,32,-1024
26,2946,-16,64,-1024
27,3054,0,32,-1008
28,3162,0,32,-1008
29,3270,0,32,-1008
30,3378,32,32,-976
31,3486,0,32,-1024
32,3594,16,48,-976
33,3702,16,48,-1024
34,3810,16,48,-1008
35,3918,16,48,-1040
36,4026,16,48,-1008
37,4134,32,48,-1008
38,4242,0,32,-1008
39,4350,16,32,-992
40,4458,16,48,-1008
41,4566,16,48,-1024
42,4674,16,64,-1008
43,4782,16,32,-1008
44,4890,32,32,-992
45,4998,16,48,-1008
46,5106,32,32,-992
47,5214,16,48,-1024
48,5322,0,32,-1008
49,5436,16,48,-992
50,5544,16,32,-992
51,5652,32,32,-1008
52,5760,16,48,-1008
53,5868,16,48,-992
54,5976,16,48,-992
55,6084,0,64,-1040
56,6192,16,32,-1008
57,6300,16,48,-1008
58,6408,16,32,-1024
59,6516,0,48,-1040
60,6624,16,32,-1008
61,6732,16,48,-992
62,6840,16,32,-992
63,6948,16,64,-1008
64,7056,0,48,-1056
65,7164,16,48,-1024
66,7272,16,32,-1024
67,7380,16,32,-1008
68,7488,16,48,-992
69,7596,0,48,-1024
70,7704,16,32,-1024
71,7812,16,16,-1040
72,7920,16,64,-1024
73,8034,16,32,-1008
74,8142,0,48,-1040
75,8250,0,32,-1040
76,8358,16,48,-1008
77,8466,16,32,-1008
78,8574,0,32,-1056
79,8682,16,48,-1008
80,8790,16,64,-1008
81,8898,0,48,-1024
82,9006,32,32,-1008
83,9114,16,48,-1008
84,9222,16,32,-1008
85,9330,16,48,-1024
86,9438,0,48,-1040
87,9546,16,48,-1024
88,9654,16,48,-1008
89,9762,16,48,-1008
90,9870,16,16,-1008
91,9978,32,32,-1024
92,10086,16,48,-1008
93,10194,16,32,-1024
94,10302,16,48,-1008
95,10410,0,32,-1056
96,10518,16,32,-1008
97,10632,0,0,-1024
98,10740,16,48,-1008
99,10848,16,64,-1008
100,10956,16,32,-1040
101,11064,32,48,-1008
102,11172,0,0,-1024
103,11280,32,64,-992
104,11388,16,64,-992
105,11496,16,48,-1040
106,11604,32,32,-1008
107,11712,32,0,-992
108,11820,32,48,-1008
109,11928,16,32,-1024
110,12036,0,32,-1024
111,12144,16,64,-992
112,12252,16,48,-1024
113,12360,16,32,-1008
114,12468,16,16,-1008
115,12576,16,32,-1040
116,12684,16,48,-992
117,12792,16,32,-1040
118,12900,16,32,-992
119,13008,32,48,-992
120,13122,16,48,-976
121,13230,16,32,-1024
122,13338,16,32,-1024
123,13446,16,32,-1024
124,13554,0,48,-1040
125,13662,16,32,-992
126,13770,16,48,-1008
127,13878,16,48,-992
128,13986,16,16,-1040
129,14094,16,16,-1008
130,14202,32,16,-1024
131,14310,16,32,-1024
132,14418,16,32,-1008
133,14526,16,48,-992
134,14634,0,0,-1008
135,14742,48,0,-992
136,14850,32,16,-1008
137,14958,0,32,-1040
138,15066,16,16,-1008
139,15174,16,0,-1008
140,15282,16,32,-1024
141,15390,16,16,-1040
142,15498,16,16,-1008
143,15606,16,0,-1008
144,15720,0,32,-1040
145,15828,16,0,-992
146,15936,0,32,-1008
147,16044,16,16,-1024
148,16152,16,16,-1024
149,16260,16,16,-1024
150,16368,16,32,-1024
151,16476,16,0,-1024
152,16584,16,16,-1024
153,16692,16,0,-1024
154,16800,16,16,-1024
155,16908,16,16,-1008
156,17016,16,16,-1024
157,17124,16,16,-1008
158,17232,32,0,-1008
159,17340,16,16,-1008
160,17448,16,16,-1024
161,17556,16,16,-1024
162,17664,32,16,-992
163,17772,16,0,-1008
164,17880,32,32,-1024
