"Date","T.full","T.missing"
2015-05-26,10.8,10.8
2015-05-27,10.7,10.7
2015-05-28,12.3,12.3
2015-05-29,8.3,8.3
2015-05-30,10.5,10.5
2015-05-31,6.9,6.9
2015-06-01,11.9,11.9
2015-06-02,10.7,10.7
2015-06-03,9.2,9.2
2015-06-04,12.1,12.1
2015-06-05,13.5,13.5
2015-06-06,13.9,13.9
2015-06-07,12.5,12.5
2015-06-08,12.6,12.6
2015-06-09,12.6,12.6
2015-06-10,14.5,14.5
2015-06-11,15.1,NA
2015-06-12,16.8,16.8
2015-06-13,16.8,16.8
2015-06-14,15.6,15.6
2015-06-15,12.5,12.5
2015-06-16,13.9,13.9
2015-06-17,14.3,14.3
2015-06-18,10.4,NA
2015-06-19,11.8,11.8
2015-06-20,16.3,16.3
2015-06-21,17.4,17.4
2015-06-22,15.2,15.2
2015-06-23,14.7,14.7
2015-06-24,16.1,16.1
2015-06-25,14.3,14.3
2015-06-26,12.9,12.9
2015-06-27,15.3,15.3
2015-06-28,16.8,16.8
2015-06-29,14.7,14.7
2015-06-30,17.3,17.3
2015-07-01,18.9,18.9
2015-07-02,20.1,20.1
2015-07-03,20.2,20.2
2015-07-04,20.5,20.5
2015-07-05,20.1,20.1
2015-07-06,21.5,NA
2015-07-07,15.1,15.1
2015-07-08,17.3,NA
2015-07-09,12.6,12.6
2015-07-10,14.1,14.1
2015-07-11,14.7,14.7
2015-07-12,17,17
2015-07-13,17.1,NA
2015-07-14,16.3,16.3
2015-07-15,17,17
2015-07-16,15,15
2015-07-17,13.8,13.8
2015-07-18,16.2,16.2
2015-07-19,14.9,14.9
2015-07-20,16.9,16.9
2015-07-21,17.5,NA
2015-07-22,13.9,13.9
2015-07-23,16.6,16.6
2015-07-24,15.9,15.9
2015-07-25,14.8,14.8
2015-07-26,12.8,12.8
2015-07-27,12.4,12.4
2015-07-28,15.6,15.6
2015-07-29,14.5,14.5
2015-07-30,14.2,14.2
2015-07-31,17,17
2015-08-01,13.8,13.8
2015-08-02,15.5,NA
2015-08-03,14.2,14.2
2015-08-04,15.5,15.5
2015-08-05,16,16
2015-08-06,16.5,16.5
2015-08-07,15.6,15.6
2015-08-08,16.8,16.8
2015-08-09,17,17
2015-08-10,16.2,16.2
2015-08-11,16.3,16.3
2015-08-12,15.2,15.2
2015-08-13,16,16
2015-08-14,16.6,16.6
2015-08-15,18.7,18.7
2015-08-16,19.4,19.4
2015-08-17,18.4,18.4
2015-08-18,17.6,NA
2015-08-19,17.5,17.5
2015-08-20,18.1,18.1
2015-08-21,17.2,17.2
2015-08-22,16.8,16.8
2015-08-23,17.4,17.4
2015-08-24,19.5,19.5
2015-08-25,17.8,17.8
2015-08-26,16.1,16.1
2015-08-27,16,16
2015-08-28,13.1,13.1
2015-08-29,14.1,14.1
2015-08-30,15.7,15.7
2015-08-31,15.9,15.9
2015-09-01,16.3,16.3
2015-09-02,12.8,12.8
2015-09-03,12.4,12.4
2015-09-04,12,NA
2015-09-05,13,NA
2015-09-06,11.4,11.4
2015-09-07,11.1,11.1
2015-09-08,14,14
2015-09-09,14.7,14.7
2015-09-10,14.3,14.3
2015-09-11,15.5,NA
2015-09-12,15,15
2015-09-13,13.5,13.5
2015-09-14,14.5,14.5
2015-09-15,14.7,14.7
2015-09-16,11.3,11.3
2015-09-17,12.2,12.2
2015-09-18,13.9,13.9
2015-09-19,13.8,13.8
2015-09-20,12.6,12.6
2015-09-21,11.2,NA
2015-09-22,10.8,10.8
2015-09-23,11.3,11.3
2015-09-24,12.7,12.7
2015-09-25,12,12
2015-09-26,9.1,9.1
2015-09-27,9,9
2015-09-28,10.5,10.5
2015-09-29,10,10
2015-09-30,10.9,10.9
2015-10-01,12,12
2015-10-02,10.6,10.6
2015-10-03,11,11
2015-10-04,10.7,10.7
2015-10-05,10.1,10.1
2015-10-06,10.1,NA
2015-10-07,8,8
2015-10-08,7.4,7.4
2015-10-09,7.5,7.5
2015-10-10,7.3,7.3
2015-10-11,8.4,8.4
2015-10-12,8.5,8.5
2015-10-13,7.3,7.3
2015-10-14,4.6,NA
2015-10-15,3.8,NA
2015-10-16,4.3,4.3
2015-10-17,1.7,NA
2015-10-18,3.3,NA
2015-10-19,5.4,5.4
2015-10-20,6.5,6.5
2015-10-21,5.5,NA
2015-10-22,8.3,8.3
2015-10-23,10.5,10.5
2015-10-24,7.7,7.7
2015-10-25,9.2,9.2
2015-10-26,7.4,7.4
2015-10-27,5.1,5.1
2015-10-28,6.5,6.5
2015-10-29,6.1,6.1
2015-10-30,6.2,6.2
2015-10-31,6.4,6.4
2015-11-01,8.8,8.8
2015-11-02,6.9,6.9
2015-11-03,6.7,6.7
2015-11-04,7.6,7.6
2015-11-05,4.2,NA
2015-11-06,5.4,5.4
2015-11-07,8.1,8.1
2015-11-08,9.3,9.3
2015-11-09,7.4,7.4
2015-11-10,5.8,5.8
2015-11-11,3.7,3.7
2015-11-12,3.8,3.8
2015-11-13,4.5,4.5
2015-11-14,6.3,6.3
2015-11-15,2.5,2.5
2015-11-16,1.7,NA
2015-11-17,2,NA
2015-11-18,2.6,2.6
2015-11-19,0.4,0.4
2015-11-20,-1.2,-1.2
2015-11-21,-2.7,-2.7
2015-11-22,-2.6,-2.6
2015-11-23,-4.5,-4.5
2015-11-24,-3,-3
2015-11-25,3.2,3.2
2015-11-26,-0.4,-0.4
2015-11-27,1.3,1.3
2015-11-28,8.3,8.3
2015-11-29,3.5,3.5
2015-11-30,1.3,1.3
2015-12-01,0.9,0.9
2015-12-02,2.1,2.1
2015-12-03,2.6,2.6
2015-12-04,1.3,1.3
2015-12-05,4.8,4.8
2015-12-06,9.4,9.4
2015-12-07,6.9,6.9
2015-12-08,2.5,2.5
2015-12-09,6.8,NA
2015-12-10,6.6,6.6
2015-12-11,4.9,4.9
2015-12-12,-1.1,-1.1
2015-12-13,-1.3,-1.3
2015-12-14,-3.7,-3.7
2015-12-15,-6.6,-6.6
2015-12-16,-6.1,-6.1
2015-12-17,-1.8,-1.8
2015-12-18,1.1,1.1
2015-12-19,4.7,4.7
2015-12-20,7.1,7.1
2015-12-21,8.1,NA
2015-12-22,5.7,5.7
2015-12-23,3.7,3.7
2015-12-24,3.6,3.6
2015-12-25,6.5,NA
2015-12-26,3.5,3.5
2015-12-27,-2.5,-2.5
2015-12-28,-2.8,-2.8
2015-12-29,-1.1,-1.1
2015-12-30,-0.5,-0.5
2015-12-31,1.7,NA
2016-01-01,0.9,NA
2016-01-02,1.6,1.6
2016-01-03,-4.1,-4.1
2016-01-04,-6.4,-6.4
2016-01-05,-7.7,-7.7
2016-01-06,-8.5,NA
2016-01-07,-11.8,-11.8
2016-01-08,-11.2,-11.2
2016-01-09,-8.5,-8.5
2016-01-10,-8.9,-8.9
2016-01-11,-3.6,-3.6
2016-01-12,-1.6,-1.6
2016-01-13,-4,-4
2016-01-14,-9.5,-9.5
2016-01-15,-13,-13
2016-01-16,-10.2,-10.2
2016-01-17,-10.8,-10.8
2016-01-18,-11.6,-11.6
2016-01-19,-11.4,-11.4
2016-01-20,-11.2,-11.2
2016-01-21,-10.4,-10.4
2016-01-22,-11.5,-11.5
2016-01-23,-6.9,-6.9
2016-01-24,-2.2,NA
2016-01-25,-2.5,-2.5
2016-01-26,0.3,NA
2016-01-27,3,3
2016-01-28,3.2,3.2
2016-01-29,3,3
2016-01-30,4,4
2016-01-31,1.7,1.7
2016-02-01,-0.6,-0.6
2016-02-02,-0.3,-0.3
2016-02-03,2.1,2.1
2016-02-04,-0.7,-0.7
2016-02-05,-0.5,-0.5
2016-02-06,-0.1,-0.1
2016-02-07,4.2,4.2
2016-02-08,4.5,4.5
2016-02-09,3.1,3.1
2016-02-10,2.9,2.9
2016-02-11,1.8,1.8
2016-02-12,-0.8,NA
2016-02-13,-2.5,-2.5
2016-02-14,-4.3,-4.3
2016-02-15,-7,NA
2016-02-16,-4.7,-4.7
2016-02-17,-1.6,-1.6
2016-02-18,-0.2,-0.2
2016-02-19,-2.5,-2.5
2016-02-20,0.2,NA
2016-02-21,0.1,0.1
2016-02-22,-0.5,-0.5
2016-02-23,-2.6,-2.6
2016-02-24,-2.3,NA
2016-02-25,-1.9,NA
2016-02-26,-0.9,NA
2016-02-27,-0.1,-0.1
2016-02-28,-1.9,-1.9
2016-02-29,-1.5,NA
2016-03-01,-1.8,-1.8
2016-03-02,-0.6,-0.6
2016-03-03,-0.6,-0.6
2016-03-04,1.2,1.2
2016-03-05,0.7,0.7
2016-03-06,1.1,1.1
2016-03-07,0.1,0.1
2016-03-08,0.4,0.4
2016-03-09,1.3,NA
2016-03-10,1.7,1.7
2016-03-11,1.3,1.3
2016-03-12,0.8,0.8
2016-03-13,1.2,1.2
2016-03-14,2.9,NA
2016-03-15,6.8,6.8
2016-03-16,7.3,7.3
2016-03-17,5.1,5.1
2016-03-18,3.2,3.2
2016-03-19,4.8,4.8
2016-03-20,5.6,5.6
2016-03-21,5.2,5.2
2016-03-22,4.4,4.4
2016-03-23,4.5,NA
2016-03-24,3.2,3.2
2016-03-25,3.4,3.4
2016-03-26,3.2,NA
2016-03-27,5.2,5.2
2016-03-28,5.3,5.3
2016-03-29,6.6,6.6
2016-03-30,5.2,5.2
2016-03-31,2.3,2.3
2016-04-01,2.7,NA
2016-04-02,5.1,5.1
2016-04-03,5,NA
2016-04-04,5.7,5.7
2016-04-05,6.9,6.9
2016-04-06,6,6
2016-04-07,6.3,6.3
2016-04-08,5.2,5.2
2016-04-09,4.5,4.5
2016-04-10,4.5,4.5
2016-04-11,7.4,7.4
2016-04-12,6.6,6.6
2016-04-13,7.7,7.7
2016-04-14,8.7,8.7
2016-04-15,6.9,6.9
2016-04-16,6.3,6.3
2016-04-17,7.1,7.1
2016-04-18,5.1,5.1
2016-04-19,6.6,6.6
2016-04-20,8.4,8.4
2016-04-21,8.9,8.9
2016-04-22,8.4,8.4
2016-04-23,4.8,4.8
2016-04-24,3.9,3.9
2016-04-25,3.1,3.1
2016-04-26,3.8,3.8
2016-04-27,5,NA
2016-04-28,6.2,6.2
2016-04-29,4.8,4.8
2016-04-30,5.5,5.5
2016-05-01,3.4,3.4
2016-05-02,7,7
2016-05-03,8.3,8.3
2016-05-04,6.6,NA
2016-05-05,9.4,9.4
2016-05-06,9.5,9.5
2016-05-07,11,11
2016-05-08,14.3,14.3
2016-05-09,16.4,16.4
2016-05-10,17.6,17.6
2016-05-11,16.9,16.9
2016-05-12,13.2,13.2
2016-05-13,12.8,12.8
2016-05-14,8.5,8.5
2016-05-15,8.8,8.8
2016-05-16,10,10
2016-05-17,10.8,10.8
2016-05-18,12.5,12.5
2016-05-19,12.2,12.2
2016-05-20,12,12
2016-05-21,10.7,10.7
2016-05-22,12,12
2016-05-23,13.9,13.9
2016-05-24,12.7,12.7
2016-05-25,10.8,10.8
2016-05-26,13.2,NA
2016-05-27,14.9,14.9
2016-05-28,14.9,14.9
2016-05-29,14.1,14.1
2016-05-30,13.3,NA
2016-05-31,16.9,16.9
2016-06-01,21.2,21.2
2016-06-02,22.5,22.5
2016-06-03,22.4,22.4
2016-06-04,21.6,21.6
2016-06-05,17.2,17.2
2016-06-06,16.9,16.9
2016-06-07,17.1,17.1
2016-06-08,16.4,16.4
2016-06-09,13.4,13.4
2016-06-10,12.7,12.7
2016-06-11,12.2,12.2
2016-06-12,14.3,14.3
2016-06-13,15.6,15.6
2016-06-14,17.9,17.9
2016-06-15,19.1,19.1
2016-06-16,13.9,13.9
2016-06-17,19.6,19.6
2016-06-18,15.3,15.3
2016-06-19,16.1,NA
2016-06-20,14.8,14.8
2016-06-21,14,14
2016-06-22,16.8,16.8
2016-06-23,16.9,16.9
2016-06-24,16.9,NA
2016-06-25,17.7,17.7
2016-06-26,20.6,NA
2016-06-27,16,16
2016-06-28,14.9,NA
2016-06-29,16.3,16.3
2016-06-30,15.3,15.3
2016-07-01,14.2,14.2
2016-07-02,13.6,13.6
2016-07-03,12.9,12.9
2016-07-04,13.8,13.8
2016-07-05,15.4,15.4
2016-07-06,15.2,15.2
2016-07-07,16.5,NA
2016-07-08,16.8,16.8
2016-07-09,17.9,17.9
2016-07-10,18.1,NA
2016-07-11,17.5,17.5
2016-07-12,16.4,NA
2016-07-13,16.4,16.4
2016-07-14,16.4,16.4
2016-07-15,17.3,17.3
2016-07-16,19.3,19.3
2016-07-17,16.5,16.5
2016-07-18,15,15
2016-07-19,16.7,16.7
2016-07-20,17.1,17.1
2016-07-21,20.8,20.8
2016-07-22,22.2,NA
2016-07-23,21,21
2016-07-24,19.8,19.8
2016-07-25,20.9,20.9
2016-07-26,19.1,19.1
2016-07-27,17.2,NA
2016-07-28,16.9,16.9
2016-07-29,18,18
2016-07-30,16.3,16.3
2016-07-31,15.8,15.8
2016-08-01,15.5,15.5
2016-08-02,15.5,15.5
2016-08-03,15.8,15.8
2016-08-04,15.7,15.7
2016-08-05,16.1,16.1
2016-08-06,16.9,16.9
2016-08-07,15.7,15.7
2016-08-08,15.3,15.3
2016-08-09,13.9,13.9
2016-08-10,12.4,NA
2016-08-11,11,11
2016-08-12,12.6,12.6
2016-08-13,13.4,13.4
2016-08-14,15.8,NA
2016-08-15,16.2,16.2
2016-08-16,16.7,NA
2016-08-17,17.7,17.7
2016-08-18,18.8,NA
2016-08-19,17.7,17.7
2016-08-20,16.5,16.5
2016-08-21,16.4,16.4
2016-08-22,16,16
2016-08-23,16.2,16.2
2016-08-24,18,NA
2016-08-25,16.7,16.7
2016-08-26,17.3,17.3
2016-08-27,16.8,NA
2016-08-28,15.6,15.6
2016-08-29,12.4,12.4
2016-08-30,11.4,11.4
2016-08-31,14.2,14.2
2016-09-01,16.7,16.7
2016-09-02,15.3,15.3
2016-09-03,15.5,15.5
2016-09-04,14.3,NA
2016-09-05,14.4,14.4
2016-09-06,14.3,14.3
2016-09-07,16.6,16.6
2016-09-08,17.5,17.5
2016-09-09,18.7,18.7
2016-09-10,16.5,16.5
2016-09-11,17,17
2016-09-12,14,14
2016-09-13,15.7,15.7
2016-09-14,16.9,16.9
2016-09-15,18.3,NA
2016-09-16,19,19
2016-09-17,15.7,15.7
2016-09-18,13.4,13.4
2016-09-19,13.9,13.9
2016-09-20,13.8,13.8
2016-09-21,15.9,15.9
2016-09-22,15.2,15.2
2016-09-23,13.8,13.8
2016-09-24,9.9,9.9
2016-09-25,13.7,13.7
2016-09-26,15.5,15.5
2016-09-27,13.1,13.1
2016-09-28,13.5,13.5
2016-09-29,13.2,13.2
2016-09-30,12.9,12.9
2016-10-01,9.5,9.5
2016-10-02,9,9
2016-10-03,8.5,8.5
2016-10-04,7.4,7.4
2016-10-05,6.3,6.3
2016-10-06,6.3,NA
2016-10-07,10.6,10.6
2016-10-08,10.3,10.3
2016-10-09,7,7
2016-10-10,6.8,NA
2016-10-11,6.4,6.4
2016-10-12,4.6,4.6
2016-10-13,3.3,NA
2016-10-14,2.3,2.3
2016-10-15,1.6,1.6
2016-10-16,4.9,4.9
2016-10-17,6.3,6.3
2016-10-18,6.8,6.8
2016-10-19,6.9,6.9
2016-10-20,7.9,NA
2016-10-21,6,6
2016-10-22,5.1,5.1
2016-10-23,3.1,3.1
2016-10-24,4.5,4.5
2016-10-25,5.4,5.4
2016-10-26,4.2,4.2
2016-10-27,6.4,6.4
2016-10-28,8,8
2016-10-29,7.1,7.1
2016-10-30,4.4,4.4
2016-10-31,5.5,5.5
2016-11-01,6,NA
2016-11-02,3.6,3.6
2016-11-03,0.7,0.7
2016-11-04,-0.6,-0.6
2016-11-05,-0.4,-0.4
2016-11-06,-0.4,-0.4
2016-11-07,-3.8,-3.8
2016-11-08,-5.5,-5.5
2016-11-09,-4.1,-4.1
2016-11-10,-3.8,-3.8
2016-11-11,-3.3,-3.3
2016-11-12,-5.4,-5.4
2016-11-13,-1.6,-1.6
2016-11-14,2.7,2.7
2016-11-15,4.9,4.9
2016-11-16,2.6,NA
2016-11-17,3.2,3.2
2016-11-18,2.7,2.7
2016-11-19,3.5,3.5
2016-11-20,2.3,NA
2016-11-21,2.7,2.7
2016-11-22,3.2,3.2
2016-11-23,5.5,NA
2016-11-24,4.4,4.4
2016-11-25,1.2,1.2
2016-11-26,4.3,4.3
2016-11-27,4.9,NA
2016-11-28,1.6,1.6
2016-11-29,-2,-2
2016-11-30,-2.4,-2.4
2016-12-01,-0.3,-0.3
2016-12-02,1.8,1.8
2016-12-03,-0.1,-0.1
2016-12-04,-2,-2
2016-12-05,0.1,0.1
2016-12-06,3,3
2016-12-07,-1.5,-1.5
2016-12-08,3.6,3.6
2016-12-09,5.2,5.2
2016-12-10,3.2,3.2
2016-12-11,1.6,1.6
2016-12-12,0,0
2016-12-13,-1.3,-1.3
2016-12-14,-2.3,-2.3
2016-12-15,-4.8,-4.8
2016-12-16,-3.1,-3.1
2016-12-17,-0.1,-0.1
2016-12-18,-2.2,-2.2
2016-12-19,-1.8,-1.8
2016-12-20,1.4,NA
2016-12-21,2.9,2.9
2016-12-22,3.4,NA
2016-12-23,2.6,2.6
2016-12-24,3.4,3.4
2016-12-25,1.8,NA
2016-12-26,3.7,3.7
2016-12-27,3.9,3.9
2016-12-28,0.9,0.9
2016-12-29,-1.4,NA
2016-12-30,-0.9,-0.9
2016-12-31,5.2,NA
2017-01-01,3.5,NA
2017-01-02,0.2,NA
2017-01-03,-3.1,-3.1
2017-01-04,-1.7,-1.7
2017-01-05,-5.6,-5.6
2017-01-06,-10.7,-10.7
2017-01-07,-1.4,-1.4
2017-01-08,-2.5,-2.5
2017-01-09,-2.5,-2.5
2017-01-10,2.1,2.1
2017-01-11,3.2,3.2
2017-01-12,1.7,1.7
2017-01-13,0.2,0.2
2017-01-14,-4.2,-4.2
2017-01-15,-2.9,-2.9
2017-01-16,-5.6,-5.6
2017-01-17,-4.5,-4.5
2017-01-18,-3.1,-3.1
2017-01-19,-2.4,-2.4
2017-01-20,1.1,1.1
2017-01-21,2,2
2017-01-22,0.3,0.3
2017-01-23,-0.5,-0.5
2017-01-24,-4.1,NA
2017-01-25,-2.6,-2.6
2017-01-26,0.4,0.4
2017-01-27,0.8,0.8
2017-01-28,-0.3,-0.3
2017-01-29,0,0
2017-01-30,0.5,0.5
2017-01-31,0.7,0.7
2017-02-01,-0.7,-0.7
2017-02-02,-0.2,-0.2
2017-02-03,-0.4,-0.4
2017-02-04,0.3,0.3
2017-02-05,-0.4,-0.4
2017-02-06,0.5,0.5
2017-02-07,-2.3,NA
2017-02-08,-6.6,-6.6
2017-02-09,-6.6,-6.6
2017-02-10,-5.1,-5.1
2017-02-11,-3.7,-3.7
2017-02-12,-3.6,-3.6
2017-02-13,-4.6,-4.6
2017-02-14,-4.2,-4.2
2017-02-15,-3.2,-3.2
2017-02-16,-4.3,-4.3
2017-02-17,-1.8,-1.8
2017-02-18,-1.7,-1.7
2017-02-19,-1.2,-1.2
2017-02-20,2.2,2.2
2017-02-21,3.2,3.2
2017-02-22,1.9,1.9
2017-02-23,0.8,0.8
2017-02-24,-2.4,-2.4
2017-02-25,-2.3,NA
2017-02-26,-1.5,-1.5
2017-02-27,0.7,0.7
2017-02-28,3.3,3.3
2017-03-01,2.5,2.5
2017-03-02,1.6,1.6
2017-03-03,-1,-1
2017-03-04,-0.4,-0.4
2017-03-05,-0.3,-0.3
2017-03-06,-2,-2
2017-03-07,-2.8,NA
2017-03-08,-2.5,-2.5
2017-03-09,-1.6,-1.6
2017-03-10,1.1,1.1
2017-03-11,2.5,2.5
2017-03-12,2.6,2.6
2017-03-13,2.7,2.7
2017-03-14,2,2
2017-03-15,5,5
2017-03-16,5.5,5.5
2017-03-17,4.7,NA
2017-03-18,3.9,3.9
2017-03-19,1.2,1.2
2017-03-20,1.4,1.4
2017-03-21,2.2,2.2
2017-03-22,2.5,2.5
2017-03-23,2.6,2.6
2017-03-24,3.1,3.1
2017-03-25,2.5,2.5
2017-03-26,7.2,7.2
2017-03-27,10.6,10.6
2017-03-28,9.8,9.8
2017-03-29,7.5,7.5
2017-03-30,3.4,3.4
2017-03-31,3.1,3.1
2017-04-01,3.5,3.5
2017-04-02,5.8,5.8
2017-04-03,7.2,7.2
2017-04-04,5.8,NA
2017-04-05,5.6,5.6
2017-04-06,6.2,6.2
2017-04-07,6.1,6.1
2017-04-08,11.2,11.2
2017-04-09,8.5,8.5
2017-04-10,8.6,8.6
2017-04-11,8.1,8.1
2017-04-12,6.4,6.4
2017-04-13,5.3,5.3
2017-04-14,2,2
2017-04-15,-0.6,-0.6
2017-04-16,-0.1,-0.1
2017-04-17,2.3,2.3
2017-04-18,2,NA
2017-04-19,2.4,2.4
2017-04-20,5.9,5.9
2017-04-21,7.9,7.9
2017-04-22,7.1,7.1
2017-04-23,5.7,NA
2017-04-24,5.2,5.2
2017-04-25,1.4,1.4
2017-04-26,3.8,3.8
2017-04-27,4.2,4.2
2017-04-28,3.7,3.7
2017-04-29,4.2,4.2
2017-04-30,5.4,5.4
2017-05-01,7.2,7.2
2017-05-02,7.8,7.8
2017-05-03,12.9,12.9
2017-05-04,11.9,11.9
2017-05-05,12,12
2017-05-06,16.4,16.4
2017-05-07,16.1,16.1
2017-05-08,7.7,7.7
2017-05-09,5.5,5.5
2017-05-10,5.1,5.1
2017-05-11,1.8,1.8
2017-05-12,4.2,4.2
2017-05-13,6.7,6.7
2017-05-14,9.4,NA
2017-05-15,9.5,9.5
2017-05-16,8.1,8.1
2017-05-17,9,9
2017-05-18,11.9,11.9
2017-05-19,13.2,13.2
2017-05-20,16.3,16.3
2017-05-21,14.7,14.7
2017-05-22,13,13
2017-05-23,11.6,11.6
2017-05-24,13.8,13.8
2017-05-25,15.9,15.9
2017-05-26,16.7,16.7
2017-05-27,17,NA
2017-05-28,17.1,17.1
2017-05-29,15.4,NA
2017-05-30,16.6,16.6
2017-05-31,12.5,12.5
2017-06-01,11.7,11.7
2017-06-02,13,13
2017-06-03,10.1,10.1
2017-06-04,12.4,NA
2017-06-05,12.1,12.1
2017-06-06,14.8,14.8
2017-06-07,16,16
2017-06-08,12.4,12.4
2017-06-09,12.9,12.9
2017-06-10,13.4,13.4
2017-06-11,13.9,NA
2017-06-12,13.3,13.3
2017-06-13,15.8,NA
2017-06-14,16.3,16.3
2017-06-15,17.1,17.1
2017-06-16,17.4,17.4
2017-06-17,16,16
2017-06-18,18.2,18.2
2017-06-19,18.8,NA
2017-06-20,15.1,15.1
2017-06-21,15.6,15.6
2017-06-22,15.5,15.5
2017-06-23,16,NA
2017-06-24,14.7,14.7
2017-06-25,15.8,15.8
2017-06-26,14.6,14.6
2017-06-27,14.3,14.3
2017-06-28,14.9,14.9
2017-06-29,17.6,17.6
2017-06-30,17.4,17.4
2017-07-01,19.9,19.9
2017-07-02,20,20
2017-07-03,17.9,17.9
2017-07-04,15.7,15.7
2017-07-05,15.4,15.4
2017-07-06,15.7,15.7
2017-07-07,16.3,16.3
2017-07-08,16.4,NA
2017-07-09,16.3,16.3
2017-07-10,17,17
2017-07-11,14.7,NA
2017-07-12,15.3,15.3
2017-07-13,12.6,12.6
2017-07-14,15.7,15.7
2017-07-15,16.5,16.5
2017-07-16,17.4,17.4
2017-07-17,15.2,15.2
2017-07-18,15.5,15.5
2017-07-19,17.8,17.8
2017-07-20,16.9,16.9
2017-07-21,20.4,20.4
2017-07-22,16.9,16.9
2017-07-23,19.3,NA
2017-07-24,20.4,20.4
2017-07-25,17.8,NA
2017-07-26,20,20
2017-07-27,18.5,18.5
2017-07-28,16.4,16.4
2017-07-29,16.3,16.3
2017-07-30,16.3,16.3
2017-07-31,16,16
2017-08-01,16,NA
2017-08-02,15.9,15.9
2017-08-03,14.8,14.8
2017-08-04,15.9,15.9
2017-08-05,15.8,15.8
2017-08-06,16.4,16.4
2017-08-07,14.3,14.3
2017-08-08,14.9,NA
2017-08-09,17,17
2017-08-10,14.5,NA
2017-08-11,17.2,17.2
2017-08-12,16.9,16.9
2017-08-13,15.3,15.3
2017-08-14,14.5,NA
2017-08-15,15.9,15.9
2017-08-16,15.7,15.7
2017-08-17,17.1,17.1
2017-08-18,16.4,16.4
2017-08-19,16.3,16.3
2017-08-20,14.9,NA
2017-08-21,15.1,15.1
2017-08-22,15,NA
2017-08-23,12.8,12.8
2017-08-24,14.8,NA
2017-08-25,13.6,13.6
2017-08-26,15.2,15.2
2017-08-27,13,13
2017-08-28,14.6,14.6
2017-08-29,16.5,16.5
2017-08-30,15,15
2017-08-31,14.2,14.2
2017-09-01,12.1,12.1
2017-09-02,12.6,12.6
2017-09-03,14.1,NA
2017-09-04,14.5,14.5
2017-09-05,11.3,NA
2017-09-06,13,13
2017-09-07,11.6,11.6
2017-09-08,10.9,10.9
2017-09-09,11.4,11.4
2017-09-10,11.6,11.6
2017-09-11,13,13
2017-09-12,12.5,12.5
2017-09-13,12.9,12.9
2017-09-14,11.8,11.8
2017-09-15,11.4,11.4
2017-09-16,12.2,12.2
2017-09-17,12.8,NA
2017-09-18,11.9,11.9
2017-09-19,12.6,12.6
2017-09-20,10.8,10.8
2017-09-21,9.1,9.1
2017-09-22,9.4,NA
2017-09-23,11.8,NA
2017-09-24,12.8,12.8
2017-09-25,13.6,NA
2017-09-26,13.3,13.3
2017-09-27,13.2,13.2
2017-09-28,13.4,13.4
2017-09-29,12.7,12.7
2017-09-30,11.2,11.2
2017-10-01,11.8,NA
2017-10-02,11.5,11.5
2017-10-03,11.4,11.4
2017-10-04,11.1,11.1
2017-10-05,5.8,5.8
2017-10-06,7.8,7.8
2017-10-07,10,NA
2017-10-08,7.5,7.5
2017-10-09,7.8,7.8
2017-10-10,6,NA
2017-10-11,4.8,4.8
2017-10-12,7,7
2017-10-13,7.7,NA
2017-10-14,9.7,9.7
2017-10-15,9.5,9.5
2017-10-16,11.1,11.1
2017-10-17,11,NA
2017-10-18,8.7,8.7
2017-10-19,4.7,4.7
2017-10-20,6.1,6.1
2017-10-21,6.7,6.7
2017-10-22,6.5,6.5
2017-10-23,4.8,4.8
2017-10-24,4.2,4.2
2017-10-25,4.5,4.5
2017-10-26,3.6,3.6
2017-10-27,6.1,6.1
2017-10-28,6.4,6.4
2017-10-29,7.7,7.7
2017-10-30,4.8,4.8
2017-10-31,2.2,2.2
2017-11-01,3.9,3.9
2017-11-02,4.5,NA
2017-11-03,3.8,3.8
2017-11-04,3.5,3.5
2017-11-05,5.3,5.3
2017-11-06,5,5
2017-11-07,2.4,2.4
2017-11-08,4.4,4.4
2017-11-09,6.5,NA
2017-11-10,5.1,5.1
2017-11-11,1.9,1.9
2017-11-12,-1,-1
2017-11-13,1.2,1.2
2017-11-14,0.3,0.3
2017-11-15,-1,-1
2017-11-16,-0.4,-0.4
2017-11-17,2.4,2.4
2017-11-18,3.2,3.2
2017-11-19,0.3,0.3
2017-11-20,-1.5,-1.5
2017-11-21,-2.1,-2.1
2017-11-22,-5.1,-5.1
2017-11-23,-0.9,-0.9
2017-11-24,5.8,5.8
2017-11-25,2,NA
2017-11-26,1,1
2017-11-27,2,2
2017-11-28,-0.2,-0.2
2017-11-29,-0.1,NA
2017-11-30,-0.7,-0.7
2017-12-01,-0.6,-0.6
2017-12-02,-4.3,-4.3
2017-12-03,-3.3,-3.3
2017-12-04,-2.5,-2.5
2017-12-05,-2.7,-2.7
2017-12-06,0.3,0.3
2017-12-07,0.7,0.7
2017-12-08,5.9,5.9
2017-12-09,3.1,3.1
2017-12-10,-0.8,-0.8
2017-12-11,-3.7,-3.7
2017-12-12,-2.2,NA
2017-12-13,-6.7,-6.7
2017-12-14,-2.8,-2.8
2017-12-15,-0.6,-0.6
2017-12-16,-1.6,-1.6
2017-12-17,-4,-4
2017-12-18,-6.9,-6.9
2017-12-19,-4.3,-4.3
2017-12-20,-2,-2
2017-12-21,-0.9,-0.9
2017-12-22,-4,-4
